Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
HVZ2DXRM,conferencePaper,2010,"Norton, Juliet; Wingrave, Chadwick A.; LaViola, Joseph J., Jr.",Exploring Strategies and Guidelines for Developing Full Body Video Game Interfaces,Proceedings of the Fifth International Conference on the Foundations of Digital Games,978-1-60558-937-4,,10.1145/1822348.1822369,http://doi.acm.org/10.1145/1822348.1822369,"We present a Wizard-of-Oz study exploring full body video game interaction. Using the commercial video game Mirror's Edge, players are presented with several different tasks such as running, jumping, and climbing. Following our protocol, participants were given complete freedom in choosing the motions and gestures to compete these tasks. Our experiment results show a mix of natural and constrained gestures adapted to space and field of view restrictions. We present guidelines for future full body interfaces.",2010,2019-08-17 12:59:13,2019-08-17 15:05:10,2019-08-17 12:59:13,155–162,,,,,,,FDG '10,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Monterey, California",,/home/judith/snap/zotero-snap/common/Zotero/storage/SHBUFTJQ/Norton et al. - 2010 - Exploring Strategies and Guidelines for Developing.pdf,,ACM,full body interfaces; video games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4IRD6XTG,conferencePaper,2010,"Lee, Sang-Su; Kim, Sohyun; Jin, Bopil; Choi, Eunji; Kim, Boa; Jia, Xu; Kim, Daeeop; Lee, Kun-pyo",How Users Manipulate Deformable Displays As Input Devices,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,978-1-60558-929-9,,10.1145/1753326.1753572,http://doi.acm.org/10.1145/1753326.1753572,"This study is aimed at understanding deformation-based user gestures by observing users interacting with artificial deformable displays with various levels of flexibility. We gained user-defined gestures that would help with the design and implementation of deformation-based interface, without considering current technical limitations. We found that when a display material gave more freedom from deformation, the level of consensus of gestures among the users as well as the intuitiveness and preferences were all enhanced. This study offers implications for deformation-based interaction which will be helpful for both designers and engineers who are trying to set the direction for future interface and technology development.",2010,2019-08-16 17:19:54,2019-08-16 21:40:20,2019-08-16 17:19:54,1647–1656,,,,,,,CHI '10,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Atlanta, Georgia, USA",,/home/judith/snap/zotero-snap/common/Zotero/storage/LTNJFTJL/Lee et al. - 2010 - How Users Manipulate Deformable Displays As Input .pdf,,ACM,organic user interface; gestures; deformation; flexible display; user interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR5HRWAS,conferencePaper,2010,"Kim, KwanMyung; Joo, Dongwoo; Lee, Kun-Pyo",Wearable-object-based Interaction for a Mobile Audio Device,CHI '10 Extended Abstracts on Human Factors in Computing Systems,978-1-60558-930-5,,10.1145/1753846.1754070,http://doi.acm.org/10.1145/1753846.1754070,"In this paper, we explore the possibilities of providing miniaturized audio players with gesture control capabilities that are based on wearable objects. We selected thirteen wearable objects and used them as interaction surfaces. We used user-centered design methods to collect interaction gestures suited for play, stop, volume up, volume down, previous song, and next song functions. The characteristics and possibility of these interaction gestures are also discussed.",2010,2019-08-16 16:04:25,2019-08-16 21:39:55,2019-08-16 16:04:24,3865–3870,,,,,,,CHI EA '10,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Atlanta, Georgia, USA",,/home/judith/snap/zotero-snap/common/Zotero/storage/S2JBE4J3/Kim et al. - 2010 - Wearable-object-based Interaction for a Mobile Aud.pdf,,ACM,user-centered design; interaction gesture; object-based interaction; surface interaction; wearable interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXGT4JT,conferencePaper,2011,"Jia, Xu; Lee, Kun-Pyo; Suk, Hyeon-Jeong",Considerations of Applying Surface-based Phone Gestures to Natural Context,,978-1-4503-0630-0,,10.1145/2030112.2030205,http://doi.acm.org/10.1145/2030112.2030205,"Gesture interaction has enjoyed increasing popularity in human-computer interactions and has applied to different contexts. At the same time, computing has become more mobile and ubiquitous. This study aims to connect the gestures in the 2 contexts by exploring the possibility of applying gestures in mobile context to three-dimensional natural context. To reveal the contextual effects to gesture interactions, the experiment was designed to elicit gestures in the 2 contexts from users. Different analysis methods were applied, foremost of which was the correlation analysis. The results indicate positive correlation exists between phone and free-form gestures, but significantly varies among tasks. The design of gestures can be applied in the different context, after considering the issues of origin, limitation, priority.",2011,2018-04-03 13:34:18,2019-05-11 08:05:31,2018-02-23 11:45:35,545–546,,,,,,,UbiComp '11,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM; gesture interaction; free-form gesture; phone gesture; user-defined gesture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZY8SL9Z,journalArticle,2011,"Kühnel, Christine; Westermann, Tilo; Hemmert, Fabian; Kratz, Sven; Müller, Alexander; Möller, Sebastian",I'm home: Defining and evaluating a gesture set for smart-home control,International Journal of Human-Computer Studies,,1071-5819,10.1016/j.ijhcs.2011.04.005,http://www.sciencedirect.com/science/article/pii/S1071581911000668,"Mobile phones seem to present the perfect user interface for interacting with smart environments, e.g. smart-home systems, as they are nowadays ubiquitous and equipped with an increasing amount of sensors and interface components, such as multi-touch screens. After giving an overview on related work this paper presents the adapted design methodology proposed by Wobbrock et al. (2009) for the development of a gesture-based user interface to a smart-home system. The findings for the new domain, device and gesture space are presented and compared to findings by Wobbrock et al. (2009). Three additional steps are described: A small pre-test survey, a mapping and a memory test and a performance test of the implemented system. This paper shows the adaptability of the approach described by Wobbrock et al. (2009) for three-dimensional gestures in the smart-home domain. Elicited gestures are described and a first implementation of a user interface based on these gestures is presented.",2011-10-01,2018-04-03 14:05:33,2018-04-03 14:05:33,2018-02-28 20:41:02,693-704,,11,69,,International Journal of Human-Computer Studies,I'm home,,,,,,,,,,,,ScienceDirect,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/EASN6XFC/Kühnel et al. - 2011 - I'm home Defining and evaluating a gesture set fo.html; /home/judith/snap/zotero-snap/common/Zotero/storage/X9I5YAFK/Kühnel et al. - 2011 - I'm home Defining and evaluating a gesture set fo.pdf,,ScienceDirect,Gesture-based interaction; Mobile device; Smart-home; User-centered design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXM6XVN3,conferencePaper,2011,"Kane, Shaun K.; Wobbrock, Jacob O.; Ladner, Richard E.",Usable Gestures for Blind People: Understanding Preference and Performance,,978-1-4503-0228-9,,10.1145/1978942.1979001,http://doi.acm.org/10.1145/1978942.1979001,"Despite growing awareness of the accessibility issues surrounding touch screen use by blind people, designers still face challenges when creating accessible touch screen interfaces. One major stumbling block is a lack of understanding about how blind people actually use touch screens. We conducted two user studies that compared how blind people and sighted people use touch screen gestures. First, we conducted a gesture elicitation study in which 10 blind and 10 sighted people invented gestures to perform common computing tasks on a tablet PC. We found that blind people have different gesture preferences than sighted people, including preferences for edge-based gestures and gestures that involve tapping virtual keys on a keyboard. Second, we conducted a performance study in which the same participants performed a set of reference gestures. We found significant differences in the speed, size, and shape of gestures performed by blind people versus those performed by sighted people. Our results suggest new design guidelines for accessible touch screen interfaces.",2011,2018-04-03 13:53:32,2018-04-03 13:53:32,2018-01-23 18:25:20,413–422,,,,,,Usable Gestures for Blind People,CHI '11,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,gesture recognition; gestures; touch screens; accessibility; blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUF333V3,conferencePaper,2011,"Ruiz, Jaime; Li, Yang; Lank, Edward",User-defined Motion Gestures for Mobile Interaction,,978-1-4503-0228-9,,10.1145/1978942.1978971,http://doi.acm.org/10.1145/1978942.1978971,"Modern smartphones contain sophisticated sensors to monitor three-dimensional movement of the device. These sensors permit devices to recognize motion gestures - deliberate movements of the device by end-users to invoke commands. However, little is known about best-practices in motion gesture design for the mobile computing paradigm. To address this issue, we present the results of a guessability study that elicits end-user motion gestures to invoke commands on a smartphone device. We demonstrate that consensus exists among our participants on parameters of movement and on mappings of motion gestures onto commands. We use this consensus to develop a taxonomy for motion gestures and to specify an end-user inspired motion gesture set. We highlight the implications of this work to the design of smartphone applications and hardware. Finally, we argue that our results influence best practices in design for all gestural interfaces.",2011,2018-04-03 13:53:32,2018-04-03 13:53:32,2018-02-23 12:18:27,197–206,,,,,,,CHI '11,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/UPVMR7MM/Ruiz et al. - 2011 - User-defined Motion Gestures for Mobile Interactio.pdf,,ACM,motion gestures; mobile interaction; sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V9UY4M9P,book,2011,"Heydekorn, Jens; Frisch, Mathias; Dachselt, Raimund",Evaluating a User-Elicited Gesture Set for Interactive Displays,,978-3-486-71235-3,,,http://dl.gi.de/handle/20.500.12116/7925,"Recently, many studies were conducted which focused on eliciting gestures from users in order to come up with gesture sets for surface computing. However, there are still many questions to clarify concerning the value of this method regarding to the usability of such gesture sets in real systems. In this work, we contribute a usability test of an implemented gesture set based on user suggested pen and hand gestures for node-link diagram editing on interactive displays. The results of the usability test gave valuable insight in how users interact spontaneously with such a gestural interface. In particular, we found that the methodology of eliciting gestures from users reveals what kinds of gestures users prefer but does not necessarily show how they are applied. Beyond that, we observed how participants differentiate between touch and pen within complex workflows.",2011,2020-01-25 15:11:34,2020-03-28 15:38:21,2020-01-25 15:11:34,,,,,,,,,,,,Oldenbourg Verlag,,en,,,,,dl.gi.de,,,,,,GoogleScholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3IUWGJDJ,conferencePaper,2012,"Pyryeskin, Dmitry; Hancock, Mark; Hoey, Jesse",Comparing Elicited Gestures to Designer-created Gestures for Selection Above a Multitouch Surface,Proceedings of the 2012 ACM International Conference on Interactive Tabletops and Surfaces,978-1-4503-1209-7,,10.1145/2396636.2396638,http://doi.acm.org/10.1145/2396636.2396638,"Many new technologies are emerging that make it possible to extend interaction into the three-dimensional space directly above or in front of a multitouch surface. Such techniques allow people to control these devices by performing hand gestures in the air. In this paper, we present a method of extending interactions into the space above a multitouch surface using only a standard diffused surface illumination (DSI) device, without any additional sensors. Then we focus on interaction techniques for activating graphical widgets located in this above-surface space. We have conducted a study to elicit gestures for above-table widget activation. A follow-up study was conducted to evaluate and compare these gestures based on their performance. Our results showed that there was no clear agreement on what gestures should be used to select objects in mid-air, and that performance was better when using gestures that were chosen less frequently, but predicted to be better by the designers, as opposed to those most frequently suggested by participants.",2012,2018-04-03 15:45:11,2019-05-11 08:05:32,2018-04-03 15:45:11,1–10,,,,,,,ITS '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM; gestures; hoverspace; multimodal interaction; multitouch; natural human computer interaction; surface computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3FS9Z4H,journalArticle,2012,"Bjørneseth, Frøy Birte; Dunlop, Mark D.; Hornecker, Eva",Assessing the effectiveness of direct gesture interaction for a safety critical maritime application,International Journal of Human-Computer Studies,,1071-5819,10.1016/j.ijhcs.2012.06.001,http://www.sciencedirect.com/science/article/pii/S1071581912001000,"Multi-touch interaction, in particular multi-touch gesture interaction, is widely believed to give a more natural interaction style. We investigated the utility of multi-touch interaction in the safety critical domain of maritime dynamic positioning (DP) vessels. We conducted initial paper prototyping with domain experts to gain an insight into natural gestures; we then conducted observational studies aboard a DP vessel during operational duties and two rounds of formal evaluation of prototypes—the second on a motion platform ship simulator. Despite following a careful user-centred design process, the final results show that traditional touch-screen button and menu interaction was quicker and less erroneous than gestures. Furthermore, the moving environment accentuated this difference and we observed initial use problems and handedness asymmetries on some multi-touch gestures. On the positive side, our results showed that users were able to suspend gestural interaction more naturally, thus improving situational awareness.",2012-10-01,2018-04-03 14:04:30,2018-04-03 14:04:30,2018-02-28 20:49:41,729-745,,10,70,,International Journal of Human-Computer Studies,,"Special issue on Developing, Evaluating and Deploying Multi-touch Systems",,,,,,,,,,,ScienceDirect,,,,,,ScienceDirect,Gestural interaction; Multi-touch interaction; Prototypes; Safety-critical situations; User studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8IZ3I7Y6,conferencePaper,2012,"Morris, Meredith Ringel",Web on the Wall: Insights from a Multimodal Interaction Elicitation Study,Proceedings of the 2012 ACM International Conference on Interactive Tabletops and Surfaces,978-1-4503-1209-7,,10.1145/2396636.2396651,http://doi.acm.org/10.1145/2396636.2396651,"New sensing technologies like Microsoft's Kinect provide a low-cost way to add interactivity to large display surfaces, such as TVs. In this paper, we interview 25 participants to learn about scenarios in which they would like to use a web browser on their living room TV. We then conduct an interaction-elicitation study in which users suggested speech and gesture interactions for fifteen common web browser functions. We present the most popular suggested interactions, and supplement these findings with observational analyses of common gesture and speech conventions adopted by our participants. We also reflect on the design of multimodal, multi-user interaction-elicitation studies, and introduce new metrics for interpreting user-elicitation study findings.",2012,2018-04-03 13:53:32,2018-04-03 13:53:32,2018-03-15 12:32:04,95–104,,,,,,Web on the Wall,ITS '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/8FGCDDPL/Morris - 2012 - Web on the Wall Insights from a Multimodal Intera.pdf,,ACM,gestures; speech; interactive walls; multimodal input; participatory design; user-defined gestures; web browsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQHQ3I5R,conferencePaper,2012,"Liang, Hai-Ning; Williams, Cary; Semegen, Myron; Stuerzlinger, Wolfgang; Irani, Pourang",User-defined Surface+Motion Gestures for 3D Manipulation of Objects at a Distance Through a Mobile Device,,978-1-4503-1496-1,,10.1145/2350046.2350098,http://doi.acm.org/10.1145/2350046.2350098,"One form of input for interacting with large shared surfaces is through mobile devices. These personal devices provide interactive displays as well as numerous sensors to effectuate gestures for input. We examine the possibility of using surface and motion gestures on mobile devices for interacting with 3D objects on large surfaces. If effective use of such devices is possible over large displays, then users can collaborate and carry out complex 3D manipulation tasks, which are not trivial to do. In an attempt to generate design guidelines for this type of interaction, we conducted a guessability study with a dual-surface concept device, which provides users access to information through both its front and back. We elicited a set of end-user surface- and motion-based gestures. Based on our results, we demonstrate reasonably good agreement between gestures for choice of sensory (i.e. tilt), multi-touch and dual-surface input. In this paper we report the results of the guessability study and the design of the gesture-based interface for 3D manipulation.",2012,2018-04-03 13:53:32,2018-04-03 13:53:32,2018-02-23 13:53:38,299–308,,,,,,,APCHI '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/D4GDGCZL/Liang et al. - 2012 - User-defined Surface+Motion Gestures for 3D Manipu.pdf,,ACM,3d visualizations; collaboration interfaces; input devices; interaction techniques; mobile devices; motion gestures; multi-display environments; surface gestures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3U7PSTW,conferencePaper,2012,"Vatavu, Radu-Daniel",User-defined Gestures for Free-hand TV Control,,978-1-4503-1107-6,,10.1145/2325616.2325626,http://doi.acm.org/10.1145/2325616.2325626,"As researchers and industry alike are proposing TV interfaces that use gestures in their designs, understanding users' preferences for gesture commands becomes an important problem. However, no rules or guidelines currently exist to assist designers and practitioners of such interfaces. The paper presents the results of the first study investigating users' preferences for free-hand gestures when controlling the TV set. By conducting an agreement analysis on user-elicited gestures, a set of gesture commands is proposed for basic TV control tasks. Also, guidelines and recommendations issued from observed user behavior are provided to assist practitioners interested in prototyping free-hand gestural designs for the interactive TV.",2012,2018-04-03 13:53:32,2018-04-03 13:53:32,2018-02-23 12:35:46,45–48,,,,,,,EuroITV '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/6GELMUXP/Vatavu - 2012 - User-defined Gestures for Free-hand TV Control.pdf,,ACM,gesture recognition; gestures; guessability; experiment; Kinect; free-hand; interactive TV; living room; study; TV; user-defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC9E5Y25,conferencePaper,2012,"Seyed, Teddy; Burns, Chris; Costa Sousa, Mario; Maurer, Frank; Tang, Anthony",Eliciting Usable Gestures for Multi-display Environments,,978-1-4503-1209-7,,10.1145/2396636.2396643,http://doi.acm.org/10.1145/2396636.2396643,"Multi-display environments (MDEs) have advanced rapidly in recent years, incorporating multi-touch tabletops, tablets, wall displays and even position tracking systems. Designers have proposed a variety of interesting gestures for use in an MDE, some of which involve a user moving their hands, arms, body or even a device itself. These gestures are often used as part of interactions to move data between the various components of an MDE, which is a longstanding research problem. But designers, not users, have created most of these gestures and concerns over implementation issues such as recognition may have influenced their design. We performed a user study to elicit these gestures directly from users, but found a low level of convergence among the gestures produced. This lack of agreement is important and we discuss its possible causes and the implication it has for designers. To assist designers, we present the most prevalent gestures and some of the underlying conceptual themes behind them. We also provide analysis of how certain factors such as distance and device type impact the choice of gestures and discuss how to apply them to real-world systems.",2012,2018-04-03 13:35:29,2018-04-03 13:35:29,2018-02-23 09:57:04,41–50,,,,,,,ITS '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/JK34SPRK/Seyed et al. - 2012 - Eliciting Usable Gestures for Multi-display Enviro.pdf,,ACM,gestures; touch; mobile devices; multi-display environments; tabletop; cross-device interaction; multi-display interaction; multi-surface environments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64679I75,conferencePaper,2012,"Findlater, Leah; Lee, Ben; Wobbrock, Jacob",Beyond QWERTY: Augmenting Touch Screen Keyboards with Multi-touch Gestures for Non-alphanumeric Input,,978-1-4503-1015-4,,10.1145/2207676.2208660,http://doi.acm.org/10.1145/2207676.2208660,"Although many techniques have been proposed to improve text input on touch screens, the vast majority of this research ignores non-alphanumeric input (i.e., punctuation, symbols, and modifiers). To support this input, widely adopted commercial touch-screen interfaces require mode switches to alternate keyboard layouts for most punctuation and symbols. Our approach is to augment existing ten-finger QWERTY keyboards with multi-touch gestural input that can exist as a complement to the moded-keyboard approach. To inform our design, we conducted a study to elicit user-defined gestures from 20 participants. The final gesture set includes both multi-touch and single-touch gestures for commonly used non-alphanumeric text input. We implemented and conducted a preliminary evaluation of a touch-screen keyboard augmented with this technique. Findings show that using gestures for non-alphanumeric input is no slower than using keys, and that users strongly prefer gestures to a moded-keyboard interface.",2012,2018-04-03 13:34:18,2018-04-03 13:34:18,2018-02-23 12:23:06,2679–2682,,,,,,Beyond QWERTY,CHI '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,gestures; text input; touch-screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGIG7JIH,book,2012,"Aigner, Roland; Wigdor, Daniel; Benko, Hrvoje; Haller, Michael; Lindlbauer, David; Ion, Alexandra; Zhao, Shengdong; Koh, Jeffrey",Understanding Mid-Air Hand Gestures: A Study of Human Preferences in Usage of Gesture Types for HCI,,,,,,"In this paper we present the results of a study of human preferences in using mid-air gestures for directing other humans. Rather than contributing a specific set of gestures, we contribute a set of gesture types, which together make a set of the core actions needed to complete any of our six chosen tasks in the domain of human-to-human gestural communication without the speech channel. We observed 12 participants, cooperating to accomplish different tasks only using hand gestures to communicate. We analyzed 5,500 gestures in terms of hand usage and gesture type, using a novel classification scheme which combines three existing taxonomies in order to better capture this interaction space. Our findings indicate that, depending on the meaning of the gesture, there is preference in the usage of gesture types, such as pointing, pantomimic acting, direct manipulation, semaphoric, or iconic gestures. These results can be used as guidelines to design purely gesture driven interfaces for interactive environments and surfaces.",2012-11-07,2020-10-08 09:14:58,2021-05-24 07:48:01,,,,,,,,Understanding Mid-Air Hand Gestures,,,,,,,,,,,,ResearchGate,,ZSCC: 0000003,,,,GoogleScholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2HYWULVY,conferencePaper,2012,"Obaid, Mohammad; Häring, Markus; Kistler, Felix; Bühling, René; André, Elisabeth",User-Defined Body Gestures for Navigational Control of a Humanoid Robot,Social Robotics,978-3-642-34103-8,,pa,,"This paper presents a study that allows users to define intuitive gestures to navigate a humanoid robot. For eleven navigational commands, 385 gestures, performed by 35 participants, were analyzed. The results of the study reveal user-defined gesture sets for both novice users and expert users. In addition, we present, a taxonomy of the user-defined gesture sets, agreement scores for the gesture sets, time performances of the gesture motions, and present implications to the design of the robot control, with a focus on recognition and user interfaces.",2012,2020-01-24 17:34:07,2020-05-29 06:51:13,,367-377,,,,,,,Lecture Notes in Computer Science,,,,Springer,"Berlin, Heidelberg",en,,,,,Springer Link,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/ZKKXJKZL/Obaid et al_2012_User-Defined Body Gestures for Navigational Control of a Humanoid Robot.pdf,,SpringerLink,Body Gesture; Dynamic Gesture; Gesture Recognition; Hand Gesture; Humanoid Robot,"Ge, Shuzhi Sam; Khatib, Oussama; Cabibihan, John-John; Simmons, Reid; Williams, Mary-Anne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM5QHWFV,journalArticle,2012,"Löcken, Andreas; Hesselmann, Tobias; Pielot, Martin; Henze, Niels; Boll, Susanne",User-centred process for the definition of free-hand gestures applied to controlling music playback,Multimedia Systems,,"0942-4962, 1432-1882",10.1007/s00530-011-0240-2,https://link.springer.com/article/10.1007/s00530-011-0240-2,"Music is a fundamental part of most cultures. Controlling music playback has commonly been used to demonstrate new interaction techniques and algorithms. In particular, controlling music playback has been used to demonstrate and evaluate gesture recognition algorithms. Previous work, however, used gestures that have been defined based on intuition, the developers’ preferences, and the respective algorithm’s capabilities. In this paper we propose a refined process for deriving gestures from constant user feedback. Using this process every result and design decision is validated in the subsequent step of the process. Therefore, comprehensive feedback can be collected from each of the conducted user studies. Along the process we develop a set of free-hand gestures for controlling music playback. The situational context is analysed to shape the usage scenario and derive an initial set of necessary functions. In a successive user study the set of functions is validated and proposals for gestures are collected from participants for each function. Two gesture sets containing static and dynamic gestures are derived and analysed in a comparative evaluation. The comparative evaluation shows the suitability of the identified gestures and allows further refinement. Our results indicate that the proposed process, that includes validation of each design decision, improves the final results. By using the process to identify gestures for controlling music playback we not only show that the refined process can successfully be applied, but we also provide a consistent gesture set that can serve as a realistic benchmark for gesture recognition algorithms.",2012-02-01,2018-04-03 14:08:59,2019-08-17 17:55:00,2018-02-25 22:19:15,15-31,,1,18,,Multimedia Systems,,,,,,,,en,,,,,link.springer.com,,,,,,SpringerLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
